county,sub_county,admin_area,pop_total,pop_male,pop_female,mpo_total,mpo_total_perc,mpo_male,mpo_male_perc,mpo_female,mpo_female_perc,uo_i_total,uo_i_total_perc,uo_i_male,uo_i_male_perc,uo_i_female,uo_i_female_perc,uo_dlt_total,uo_dlt_total_perc,uo_dlt_male,uo_dlt_male_perc,uo_dlt_female,uo_dlt_female_perc
Xxx,KENYA,National,43739906,21574077,22164531,20694315,47.3,10268651,47.6,10425040,47,9869962,22.6,5408981,25.1,4460639,20.1,4527254,10.4,2529413,11.7,1997664,9
Xxx,RURAL*,Rural-Urban,30253081,14939183,15313145,12249934,40.5,6073556,40.7,6176120,40.3,4139595,13.7,2404991,16.1,1734502,11.3,1614287,5.3,937948,6.3,676295,4.4
Xxx,URBAN*,Rural-Urban,13486825,6634894,6851386,8444381,62.6,4195095,63.2,4248920,62,5730367,42.5,3003990,45.3,2726137,39.8,2912967,21.6,1591465,24,1321369,19.3
Mombasa,MOMBASA,County,1100173,552476,547681,679402,61.8,353192,63.9,326200,59.6,431327,39.2,232526,42.1,198792,36.3,184713,16.8,104805,19,79904,14.6
Mombasa,CHANGAMWE,SubCounty,121334,63184,58150,79248,65.3,42684,67.6,36564,62.9,48368,39.9,27252,43.1,21116,36.3,18986,15.6,11455,18.1,7531,13
Mombasa,JOMVU,SubCounty,149699,75931,73765,88469,59.1,46928,61.8,41539,56.3,48246,32.2,27583,36.3,20662,28,19386,12.9,11739,15.5,7646,10.4
Mombasa,KISAUNI,SubCounty,263742,131351,132388,154731,58.7,80185,61,74544,56.3,93781,35.6,50503,38.4,43275,32.7,40374,15.3,22737,17.3,17636,13.3
Mombasa,LIKONI,SubCounty,228472,115784,112685,134590,58.9,72030,62.2,62559,55.5,75298,33,43018,37.2,32279,28.6,27252,11.9,16461,14.2,10791,9.6
Mombasa,MVITA,SubCounty,138927,66589,72336,92190,66.4,44154,66.3,48036,66.4,76664,55.2,37260,56,39404,54.5,35671,25.7,18957,28.5,16714,23.1
Mombasa,NYALI,SubCounty,197999,99637,98357,130174,65.7,67211,67.5,62958,64,88970,44.9,46910,47.1,42056,42.8,43044,21.7,23456,23.5,19586,19.9
Kwale,KWALE,County,783189,382538,400636,287765,36.7,151386,39.6,136374,34,97240,12.4,57487,15,39749,9.9,35746,4.6,21196,5.5,14547,3.6
Kwale,KINANGO,SubCounty,84534,40445,44088,24431,28.9,12455,30.8,11976,27.2,5279,6.2,3195,7.9,2084,4.7,2240,2.6,1372,3.4,868,2
Kwale,LUNGALUNGA,SubCounty,180056,87893,92161,54913,30.5,29413,33.5,25500,27.7,12948,7.2,8218,9.4,4730,5.1,4324,2.4,2715,3.1,1609,1.7
Kwale,MATUGA,SubCounty,177675,87377,90296,70107,39.5,36575,41.9,33531,37.1,23507,13.2,13660,15.6,9847,10.9,7769,4.4,4609,5.3,3160,3.5
Kwale,MSAMBWENI,SubCounty,159936,80181,79752,80641,50.4,42969,53.6,37670,47.2,40774,25.5,23161,28.9,17610,22.1,16176,10.1,9245,11.5,6928,8.7
Kwale,SAMBURU-KWALE,SubCounty,180988,86642,94339,57673,31.9,29974,34.6,27697,29.4,14732,8.1,9253,10.7,5478,5.8,5237,2.9,3255,3.8,1982,2.1
Kilifi,KILIFI,County,1323664,636891,686754,520866,39.4,268321,42.1,252540,36.8,200190,15.1,118420,18.6,81770,11.9,87064,6.6,50667,8,36397,5.3
Kilifi,CHONYI,SubCounty,57246,26917,30328,17874,31.2,8923,33.2,8951,29.5,3965,6.9,2642,9.8,1323,4.4,1419,2.5,916,3.4,503,1.7
Kilifi,GANZE,SubCounty,131101,60552,70546,39293,30,18317,30.3,20976,29.7,8884,6.8,5497,9.1,3387,4.8,4319,3.3,2597,4.3,1722,2.4
Kilifi,KALOLENI,SubCounty,176734,83996,92733,62072,35.1,31581,37.6,30491,32.9,20300,11.5,12198,14.5,8102,8.7,9086,5.1,5455,6.5,3631,3.9
Kilifi,KAUMA,SubCounty,20821,10054,10767,6666,32,3492,34.7,3174,29.5,1289,6.2,846,8.4,443,4.1,462,2.2,293,2.9,169,1.6
Kilifi,KILIFI NORTH,SubCounty,162990,78763,84225,72985,44.8,37368,47.4,35617,42.3,32694,20.1,19053,24.2,13641,16.2,16090,9.9,9274,11.8,6816,8.1
Kilifi,KILIFI SOUTH,SubCounty,187663,91863,95799,90113,48,46750,50.9,43362,45.3,41751,22.2,23511,25.6,18240,19,17051,9.1,9659,10.5,7392,7.7
Kilifi,MAGARINI,SubCounty,174553,84429,90124,53914,30.9,28957,34.3,24957,27.7,14916,8.5,9722,11.5,5194,5.8,6580,3.8,4032,4.8,2548,2.8
Kilifi,MALINDI,SubCounty,301205,146545,154653,134437,44.6,69612,47.5,64821,41.9,62682,20.8,36360,24.8,26322,17,26991,9,15364,10.5,11627,7.5
Kilifi,RABAI,SubCounty,111351,53772,57579,43512,39.1,23321,43.4,20191,35.1,13709,12.3,8591,16,5118,8.9,5066,4.5,3077,5.7,1989,3.5
Tana River,TANA RIVER,County,284605,142087,142516,90043,31.6,50282,35.4,39761,27.9,25256,8.9,16523,11.6,8733,6.1,8985,3.2,5689,4,3296,2.3
Tana River,TANA DELTA,SubCounty,99792,50066,49726,30558,30.6,17206,34.4,13352,26.9,8398,8.4,5557,11.1,2841,5.7,3055,3.1,1945,3.9,1110,2.2
Tana River,TANA NORTH,SubCounty,105495,53199,52294,34954,33.1,19076,35.9,15878,30.4,8825,8.4,5795,10.9,3030,5.8,2153,2,1359,2.6,794,1.5
Tana River,TANA RIVER,SubCounty,79318,38822,40496,24531,30.9,14000,36.1,10531,26,8033,10.1,5171,13.3,2862,7.1,3777,4.8,2385,6.1,1392,3.4
Lamu,LAMU,County,130991,69111,61877,59256,45.2,33849,49,25406,41.1,25473,19.4,16171,23.4,9301,15,8101,6.2,5276,7.6,2825,4.6
Lamu,LAMU EAST,SubCounty,20637,10805,9832,7913,38.3,4616,42.7,3297,33.5,3385,16.4,2232,20.7,1153,11.7,844,4.1,633,5.9,211,2.1
Lamu,LAMU WEST,SubCounty,110354,58306,52045,51343,46.5,29233,50.1,22109,42.5,22088,20,13939,23.9,8148,15.7,7257,6.6,4643,8,2614,5
Taita Taveta,TAITA/TAVETA,County,312593,158230,154357,171763,54.9,88074,55.7,83685,54.2,74588,23.9,42034,26.6,32553,21.1,29983,9.6,17099,10.8,12884,8.3
Taita Taveta,MWATATE,SubCounty,76078,38672,37404,41998,55.2,21648,56,20350,54.4,15742,20.7,9222,23.8,6520,17.4,5994,7.9,3467,9,2527,6.8
Taita Taveta,TAITA,SubCounty,52345,26495,25850,29374,56.1,14950,56.4,14424,55.8,11713,22.4,6617,25,5096,19.7,4999,9.6,2793,10.5,2206,8.5
Taita Taveta,TAVETA,SubCounty,82789,42548,40241,41736,50.4,21994,51.7,19742,49.1,17693,21.4,10116,23.8,7577,18.8,6875,8.3,4015,9.4,2860,7.1
Taita Taveta,VOI,SubCounty,101381,50515,50862,58655,57.9,29482,58.4,29169,57.3,29440,29,16079,31.8,13360,26.3,12115,11.9,6824,13.5,5291,10.4
Garissa,GARISSA,County,778006,425411,352563,235692,30.3,125700,29.5,109984,31.2,94786,12.2,56148,13.2,38634,11,35766,4.6,22310,5.2,13453,3.8
Garissa,BALAMBALA,SubCounty,30885,19392,11492,7045,22.8,4328,22.3,2717,23.6,2737,8.9,1845,9.5,891,7.8,1135,3.7,724,3.7,411,3.6
Garissa,DADAAB,SubCounty,171529,91581,79942,46627,27.2,24379,26.6,22246,27.8,17569,10.2,10186,11.1,7382,9.2,6285,3.7,3775,4.1,2509,3.1
Garissa,FAFI,SubCounty,123861,67143,56708,27445,22.2,14751,22,12692,22.4,9641,7.8,5633,8.4,4008,7.1,2660,2.1,1582,2.4,1078,1.9
Garissa,GARISSA,SubCounty,148891,75234,73652,60270,40.5,29841,39.7,30427,41.3,28763,19.3,16129,21.4,12632,17.2,9552,6.4,5857,7.8,3694,5
Garissa,HULUGHO,SubCounty,124947,73417,51525,44304,35.5,25250,34.4,19053,37,15747,12.6,10002,13.6,5745,11.1,7114,5.7,4631,6.3,2483,4.8
Garissa,IJARA,SubCounty,131571,75484,56083,36814,28,20397,27,16417,29.3,17596,13.4,10924,14.5,6672,11.9,7743,5.9,5054,6.7,2689,4.8
Garissa,LAGDERA,SubCounty,46322,23160,23161,13187,28.5,6754,29.2,6432,27.8,2733,5.9,1429,6.2,1304,5.6,1277,2.8,687,3,589,2.5
Wajir,WAJIR,County,711571,379557,331969,198693,27.9,105559,27.8,93128,28.1,58976,8.3,35013,9.2,23958,7.2,20745,2.9,12632,3.3,8108,2.4
Wajir,BUNA,SubCounty,44083,23847,20234,9894,22.4,5300,22.2,4594,22.7,2526,5.7,1483,6.2,1043,5.2,940,2.1,570,2.4,370,1.8
Wajir,ELDAS,SubCounty,82187,41866,40314,21286,25.9,11302,27,9982,24.8,7299,8.9,4133,9.9,3165,7.9,3181,3.9,1865,4.5,1314,3.3
Wajir,HABASWEIN,SubCounty,158790,86244,72531,55778,35.1,29614,34.3,26164,36.1,15607,9.8,9328,10.8,6277,8.7,4956,3.1,3111,3.6,1844,2.5
Wajir,TARBAJ,SubCounty,50653,24262,26386,9359,18.5,4710,19.4,4649,17.6,1954,3.9,1113,4.6,841,3.2,788,1.6,460,1.9,328,1.2
Wajir,WAJIR EAST,SubCounty,101247,54136,47109,33610,33.2,17987,33.2,15622,33.2,13681,13.5,8358,15.4,5322,11.3,5076,5,3166,5.8,1909,4.1
Wajir,WAJIR NORTH,SubCounty,55799,28905,26888,14282,25.6,7446,25.8,6835,25.4,4029,7.2,2357,8.2,1671,6.2,1307,2.3,768,2.7,538,2
Wajir,WAJIR SOUTH,SubCounty,107634,60030,47602,30221,28.1,16533,27.5,13688,28.8,7479,6.9,4389,7.3,3090,6.5,2037,1.9,1227,2,810,1.7
Wajir,WAJIR WEST,SubCounty,111178,60267,50905,24263,21.8,12667,21,11594,22.8,6401,5.8,3852,6.4,2549,5,2460,2.2,1465,2.4,995,2
Mandera,MANDERA,County,775085,391182,383873,196119,25.3,98094,25.1,98018,25.5,60710,7.8,34564,8.8,26142,6.8,21044,2.7,12207,3.1,8833,2.3
Mandera,MANDERA WEST,SubCounty,86713,42666,44045,18341,21.2,8963,21,9378,21.3,5246,6,2954,6.9,2292,5.2,2100,2.4,1189,2.8,911,2.1
Mandera,BANISA,SubCounty,135664,70366,65291,27866,20.5,14124,20.1,13741,21,7283,5.4,4169,5.9,3113,4.8,2557,1.9,1498,2.1,1059,1.6
Mandera,KOTULO,SubCounty,63722,31894,31826,18955,29.7,9601,30.1,9352,29.4,5182,8.1,2863,9,2317,7.3,2568,4,1435,4.5,1131,3.6
Mandera,LAFEY,SubCounty,74593,36424,38164,19447,26.1,9564,26.3,9883,25.9,5873,7.9,3113,8.5,2760,7.2,2583,3.5,1313,3.6,1270,3.3
Mandera,MANDERA CENTRAL,SubCounty,140725,64682,76039,38536,27.4,18360,28.4,20175,26.5,14099,10,7466,11.5,6633,8.7,4509,3.2,2436,3.8,2073,2.7
Mandera,MANDERA EAST,SubCounty,144168,75335,68829,46607,32.3,23984,31.8,22620,32.9,16132,11.2,9938,13.2,6193,9,4733,3.3,3143,4.2,1588,2.3
Mandera,MANDERA NORTH,SubCounty,129500,69815,59679,26367,20.4,13498,19.3,12869,21.6,6895,5.3,4061,5.8,2834,4.7,1994,1.5,1193,1.7,801,1.3
Marsabit,MARSABIT,County,409629,215220,194392,118593,29,62775,29.2,55815,28.7,34149,8.3,21250,9.9,12898,6.6,12435,3,8050,3.7,4384,2.3
Marsabit,LOIYANGALANI,SubCounty,31574,15401,16171,7210,22.8,3531,22.9,3678,22.7,1468,4.6,933,6.1,535,3.3,559,1.8,363,2.4,196,1.2
Marsabit,MARSABIT CENTRAL,SubCounty,71619,36892,34716,27841,38.9,14913,40.4,12928,37.2,11293,15.8,6781,18.4,4512,13,4452,6.2,2800,7.6,1652,4.8
Marsabit,MARSABIT NORTH,SubCounty,45650,24849,20800,15360,33.6,8352,33.6,7008,33.7,2543,5.6,1575,6.3,968,4.7,815,1.8,553,2.2,262,1.3
Marsabit,MARSABIT SOUTH,SubCounty,59493,30146,29347,14936,25.1,7268,24.1,7668,26.1,3417,5.7,2118,7,1299,4.4,1215,2,811,2.7,404,1.4
Marsabit,MOYALE,SubCounty,97766,50613,47152,30148,30.8,15904,31.4,14243,30.2,9977,10.2,6295,12.4,3682,7.8,3294,3.4,2099,4.1,1195,2.5
Marsabit,NORTH HORR,SubCounty,62863,35980,26881,14025,22.3,7842,21.8,6182,23,3071,4.9,1983,5.5,1087,4,1307,2.1,882,2.5,424,1.6
Marsabit,SOLOLO,SubCounty,40664,21339,19325,9073,22.3,4965,23.3,4108,21.3,2380,5.9,1565,7.3,815,4.2,793,2,542,2.5,251,1.3
Isiolo,ISIOLO,County,245462,128141,117317,93772,38.2,49650,38.7,44122,37.6,34780,14.2,20665,16.1,14114,12,12860,5.2,8036,6.3,4824,4.1
Isiolo,GARBATULLA,SubCounty,92227,50808,41418,28619,31,15983,31.5,12636,30.5,7781,8.4,4844,9.5,2936,7.1,2537,2.8,1551,3.1,986,2.4
Isiolo,ISIOLO,SubCounty,110631,55148,55483,51064,46.2,26035,47.2,25029,45.1,24135,21.8,13964,25.3,10171,18.3,9383,8.5,5873,10.6,3510,6.3
Isiolo,MERTI,SubCounty,42604,22185,20416,14089,33.1,7632,34.4,6457,31.6,2864,6.7,1857,8.4,1007,4.9,940,2.2,612,2.8,328,1.6
Meru,MERU,County,1436400,711224,725139,723173,50.3,364131,51.2,359025,49.5,277161,19.3,152727,21.5,124427,17.2,102691,7.1,56339,7.9,46347,6.4
Meru,BUURI EAST,SubCounty,71784,35691,36093,42922,59.8,21216,59.4,21706,60.1,15420,21.5,8403,23.5,7017,19.4,6132,8.5,3296,9.2,2836,7.9
Meru,BUURI WEST,SubCounty,75344,37726,37616,45598,60.5,22927,60.8,22669,60.3,18801,25,10704,28.4,8096,21.5,6008,8,3423,9.1,2585,6.9
Meru,IGEMBE CENTRAL,SubCounty,204412,102059,102349,86229,42.2,45004,44.1,41224,40.3,30624,15,17977,17.6,12646,12.4,7607,3.7,4239,4.2,3367,3.3
Meru,IGEMBE NORTH,SubCounty,156536,76912,79620,59260,37.9,30937,40.2,28322,35.6,21500,13.7,12648,16.4,8852,11.1,6231,4,3517,4.6,2713,3.4
Meru,IGEMBE SOUTH,SubCounty,149522,74030,75484,68964,46.1,35519,48,33443,44.3,24765,16.6,13519,18.3,11246,14.9,7657,5.1,4202,5.7,3455,4.6
Meru,IMENTI NORTH,SubCounty,162829,80497,82328,104428,64.1,51268,63.7,53157,64.6,55301,34,28704,35.7,26594,32.3,26579,16.3,14075,17.5,12503,15.2
Meru,IMENTI SOUTH,SubCounty,193742,96744,96993,114730,59.2,57067,59,57659,59.4,44896,23.2,23908,24.7,20987,21.6,17772,9.2,9525,9.8,8246,8.5
Meru,MERU CENTRAL,SubCounty,125670,62757,62910,71605,57,35980,57.3,35623,56.6,25495,20.3,14042,22.4,11453,18.2,10038,8,5468,8.7,4570,7.3
Meru,TIGANIA CENTRAL,SubCounty,97405,48073,49332,39876,40.9,20704,43.1,19172,38.9,11279,11.6,6518,13.6,4761,9.7,3957,4.1,2266,4.7,1691,3.4
Meru,TIGANIA EAST,SubCounty,67622,32914,34705,27824,41.1,13628,41.4,14196,40.9,9323,13.8,5258,16,4065,11.7,3143,4.6,1868,5.7,1275,3.7
Meru,TIGANIA WEST,SubCounty,130798,63209,67585,61200,46.8,29433,46.6,31765,47,19485,14.9,10827,17.1,8657,12.8,7495,5.7,4406,7,3088,4.6
Meru,MERU NATIONAL PARK,SubCounty,294,219,75,251,85.4,197,90,54,72,214,72.8,172,78.5,42,56,51,17.3,38,17.4,13,17.3
Meru,MT. KENYA FOREST,SubCounty,442,393,49,286,64.7,251,63.9,35,71.4,58,13.1,47,12,11,22.4,21,4.8,16,4.1,5,10.2
Tharaka-nithi,THARAKA-NITHI,County,367574,180692,186875,188394,51.3,93265,51.6,95125,50.9,69154,18.8,36971,20.5,32180,17.2,29987,8.2,16260,9,13727,7.3
Tharaka-nithi,IGAMBANG'OMBE,SubCounty,49368,24367,25000,23138,46.9,11566,47.5,11571,46.3,6112,12.4,3457,14.2,2654,10.6,2152,4.4,1217,5,935,3.7
Tharaka-nithi,MAARA,SubCounty,108517,54491,54026,62921,58,31246,57.3,31675,58.6,24682,22.7,12842,23.6,11840,21.9,9977,9.2,5274,9.7,4703,8.7
Tharaka-nithi,MERU SOUTH,SubCounty,85236,41988,43246,51994,61,25381,60.4,26612,61.5,23125,27.1,12006,28.6,11118,25.7,11605,13.6,6199,14.8,5406,12.5
Tharaka-nithi,THARAKA NORTH,SubCounty,54321,26290,28029,20006,36.8,10344,39.3,9661,34.5,5073,9.3,3013,11.5,2060,7.3,1707,3.1,1013,3.9,694,2.5
Tharaka-nithi,THARAKA SOUTH,SubCounty,69972,33482,36488,30200,43.2,14668,43.8,15531,42.6,10053,14.4,5610,16.8,4442,12.2,4486,6.4,2532,7.6,1954,5.4
Tharaka-nithi,MT. KENYA FOREST,SubCounty,160,74,86,135,84.4,60,81.1,75,87.2,109,68.1,43,58.1,66,76.7,60,37.5,25,33.8,35,40.7
Embu,EMBU,County,568228,283024,285182,323700,57,159715,56.4,163970,57.5,125572,22.1,66829,23.6,58737,20.6,53649,9.4,28913,10.2,24733,8.7
Embu,EMBU EAST,SubCounty,122079,60807,61270,70942,58.1,34622,56.9,36318,59.3,25056,20.5,13406,22,11650,19,10935,9,5940,9.8,4995,8.2
Embu,EMBU NORTH,SubCounty,75194,37443,37748,44732,59.5,21931,58.6,22799,60.4,16268,21.6,8939,23.9,7329,19.4,7232,9.6,4045,10.8,3187,8.4
Embu,EMBU WEST,SubCounty,116797,57297,59491,76974,65.9,37269,65,39697,66.7,40813,34.9,20467,35.7,20340,34.2,20627,17.7,10684,18.6,9940,16.7
Embu,MBEERE SOUTH,SubCounty,152697,77699,74993,80789,52.9,41124,52.9,39662,52.9,27340,17.9,15139,19.5,12201,16.3,8782,5.8,4872,6.3,3910,5.2
Embu,MBEERE NORTH,SubCounty,101440,49760,51677,50242,49.5,24751,49.7,25491,49.3,16080,15.9,8865,17.8,7215,14,6066,6,3367,6.8,2699,5.2
Embu,MT. KENYA FOREST,SubCounty,21,18,3,21,100,18,100,3,100,15,71.4,13,72.2,2,66.7,7,33.3,5,27.8,2,66.7
Kitui,KITUI,County,1056907,508247,548634,452948,42.9,210760,41.5,242178,44.1,143340,13.6,76701,15.1,66636,12.1,51579,4.9,28643,5.6,22934,4.2
Kitui,IKUTHA,SubCounty,77563,37282,40281,28363,36.6,13056,35,15307,38,7569,9.8,4211,11.3,3358,8.3,2527,3.3,1446,3.9,1081,2.7
Kitui,KATULANI,SubCounty,44328,21770,22557,21392,48.3,10100,46.4,11291,50.1,6951,15.7,3691,17,3260,14.5,2418,5.5,1349,6.2,1069,4.7
Kitui,KISASI,SubCounty,43226,21140,22086,18824,43.5,8707,41.2,10117,45.8,5124,11.9,2767,13.1,2357,10.7,1409,3.3,811,3.8,598,2.7
Kitui,KITUI CENTRAL,SubCounty,97406,47435,49968,53137,54.6,25179,53.1,27955,55.9,24129,24.8,12224,25.8,11905,23.8,10163,10.4,5350,11.3,4813,9.6
Kitui,KITUI WEST,SubCounty,66202,31558,34643,32561,49.2,14822,47,17739,51.2,11587,17.5,6010,19,5577,16.1,4063,6.1,2236,7.1,1827,5.3
Kitui,KYUSO,SubCounty,71052,33864,37187,27089,38.1,12630,37.3,14459,38.9,6949,9.8,3894,11.5,3055,8.2,2443,3.4,1385,4.1,1058,2.8
Kitui,LOWER YATTA,SubCounty,59184,29535,29649,27203,46,13333,45.1,13870,46.8,8568,14.5,4804,16.3,3764,12.7,2816,4.8,1631,5.5,1185,4
Kitui,MATINYANI,SubCounty,44779,21869,22909,21678,48.4,10140,46.4,11538,50.4,7011,15.7,3807,17.4,3204,14,2454,5.5,1381,6.3,1073,4.7
Kitui,MIGWANI,SubCounty,73803,34807,38993,35851,48.6,16067,46.2,19782,50.7,11547,15.6,6105,17.5,5441,14,4047,5.5,2217,6.4,1829,4.7
Kitui,MUMONI,SubCounty,27319,12732,14587,10778,39.5,4910,38.6,5868,40.2,3126,11.4,1711,13.4,1415,9.7,960,3.5,570,4.5,390,2.7
Kitui,MUTITU,SubCounty,51464,24422,27040,17394,33.8,7976,32.7,9418,34.8,4526,8.8,2476,10.1,2050,7.6,1597,3.1,881,3.6,716,2.6
Kitui,MUTITU NORTH,SubCounty,19815,9620,10194,8288,41.8,3832,39.8,4456,43.7,2171,11,1152,12,1019,10,817,4.1,465,4.8,352,3.5
Kitui,MUTOMO,SubCounty,105422,50656,54761,36746,34.9,17104,33.8,19640,35.9,10975,10.4,5925,11.7,5049,9.2,3986,3.8,2284,4.5,1702,3.1
Kitui,MWINGI CENTRAL,SubCounty,100501,48132,52369,46029,45.8,21262,44.2,24767,47.3,15197,15.1,7951,16.5,7246,13.8,5672,5.6,3089,6.4,2583,4.9
Kitui,MWINGI EAST,SubCounty,79205,37382,41818,29666,37.5,13296,35.6,16368,39.1,7304,9.2,4005,10.7,3298,7.9,2323,2.9,1325,3.5,997,2.4
Kitui,NZAMBANI,SubCounty,43682,21356,22324,19950,45.7,9479,44.4,10471,46.9,6313,14.5,3419,16,2894,13,2337,5.4,1299,6.1,1038,4.6
Kitui,THAGICU,SubCounty,14025,6591,7433,4857,34.6,2407,36.5,2450,33,1127,8,683,10.4,444,6,450,3.2,261,4,189,2.5
Kitui,TSEIKURU,SubCounty,37931,18096,19835,13142,34.6,6460,35.7,6682,33.7,3166,8.3,1866,10.3,1300,6.6,1097,2.9,663,3.7,434,2.2
Machakos,MACHAKOS,County,1327172,661982,665162,748673,56.4,366764,55.4,381894,57.4,342005,25.8,181709,27.4,160291,24.1,156435,11.8,85368,12.9,71065,10.7
Machakos,ATHI RIVER,SubCounty,295790,150511,145277,204354,69.1,105551,70.1,98802,68,142746,48.3,75434,50.1,67312,46.3,77316,26.1,41515,27.6,35801,24.6
Machakos,KALAMA,SubCounty,51542,25273,26264,26890,52.2,12743,50.4,14144,53.9,8266,16,4512,17.9,3754,14.3,2754,5.3,1578,6.2,1176,4.5
Machakos,KANGUNDO,SubCounty,92505,45935,46569,48955,52.9,23248,50.6,25706,55.2,15904,17.2,8680,18.9,7224,15.5,6212,6.7,3534,7.7,2678,5.8
Machakos,KATHIANI,SubCounty,105562,51709,53849,52849,50.1,24824,48,28023,52,15883,15,8847,17.1,7035,13.1,6570,6.2,3750,7.3,2820,5.2
Machakos,MACHAKOS,SubCounty,158036,78763,79267,97746,61.9,47906,60.8,49837,62.9,49485,31.3,25554,32.4,23930,30.2,22269,14.1,11932,15.1,10336,13
